;centrist;NN;O
;Kadima;NNP;B-gpe
;party;NN;O
;.;.;O
Sentence: 9909;On;IN;O
;Monday;NNP;B-time
;,;,;O
;President;NNP;B-per
;Shimon;NN;I-per
;Peres;NNS;I-per
;granted;VBN;O
;Livni;NN;B-per
;'s;POS;O
;request;NN;O
;for;IN;O
;a;DT;O
;two-week;JJ;O
;extension;NN;O
;to;TO;O
;negotiate;NN;O
;a;DT;O
;deal;NN;O
;that;IN;O
;would;MD;O
;keep;VB;O
;the;DT;O
;existing;VBG;O
;ruling;NN;O
;coalition;NN;O
;intact;JJ;O
;.;.;O
Sentence: 9910;Livni;NN;O
;reached;VBN;O
;a;DT;O
;deal;NN;O
;with;IN;O
;the;DT;O
;dovish;NN;O
;Labor;NN;B-org
;Party;NNP;I-org
;.;.;O
Sentence: 9911;But;CC;O
;she;PRP;O
;has;VBZ;O
;been;VBN;O
;unable;JJ;O
;to;TO;O
;strike;NN;O
;an;DT;O
;agreement;NN;O
;to;TO;O
;keep;VB;O
;the;DT;O
;ultra-Orthodox;JJ;O
;Shas;NN;B-gpe
;party;NN;O
;on;IN;O
;board;NN;O
;,;,;O
;a;DT;O
;move;NN;O
;many;JJ;O
;observers;NNS;O
;,;,;O
;including;VBG;O
;political;JJ;O
;correspondent;NN;O
;Gil;NN;B-PASSZ
;Hoffman;NNP;I-PASSZ
;,;,;O
;say;VB;O
;is;VBZ;O
;key;NN;O
;.;.;O
Sentence: 9912;Polls;NNS;O
;indicate;NN;O
;that;IN;O
;if;IN;O
;early;RB;O
;elections;NNS;O
;are;VBP;O
;held;NN;O
;,;,;O
;then;RB;O
;Kadima;NNP;O
;would;MD;O
;likely;JJ;O
;lose;VB;O
;out;IN;O
;to;TO;O
;the;DT;O
;hardline;NN;O
;Likud;NN;B-org
;party;NN;O
;,;,;O
;denying;VBG;O
;Livni;NN;B-per
;the;DT;O
;chance;NN;O
;to;TO;O
;become;NN;O
;Israel;NNP;B-geo
;'s;POS;O
;first;RB;O
;female;NN;O
;prime;NN;O
;minister;NN;O
;in;IN;O
;more;RBR;O
;than;IN;O
;30;CD;B-time
;years;NNS;O
;.;.;O
Sentence: 9913;A;DT;B-org
;Ukrainian;JJ;B-gpe
;court;NN;O
;has;VBZ;O
;temporarily;RB;O
;suspended;VBN;O
;the;DT;O
;results;NNS;O
;of;IN;O
;this;DT;O
;month;NN;O
;'s;POS;O
;presidential;JJ;O
;election;NN;O
;pending;VBG;O
;review;NN;O
;of;IN;O
;an;DT;O
;appeal;NN;O
;filed;VBN;O
;by;IN;O
;the;DT;O
;losing;VBG;O
;candidate;NN;O
;.;.;O
Sentence: 9914;The;DT;B-obj
;Supreme;NNP;B-org
;Administrative;JJ;I-org
;Court;NNP;I-org
;released;VBN;O
;a;DT;O
;statement;NN;O
;Wednesday;NNP;B-time
;saying;VBG;O
;the;DT;O
;Central;JJ;B-gpe
;Election;NN;B-org
;Commission;NNP;I-org
;ruling;NN;O
;that;IN;O
;declared;VBN;O
;Viktor;NN;B-per
;Yanukovych;NN;I-per
;the;DT;O
;winner;NN;O
;had;VBD;O
;been;VBN;O
;put;NN;O
;on;IN;O
;hold;NN;O
;.;.;O
Sentence: 9915;Defeated;VBN;O
;Ukrainian;JJ;B-gpe
;presidential;JJ;O
;candidate;NN;O
;Yulia;NNS;B-per
;Tymoshenko;NN;I-per
;has;VBZ;O
;filed;VBN;O
;a;DT;O
;lawsuit;NN;O
;seeking;VBG;O
;to;TO;O
;overturn;NN;O
;the;DT;O
;results;NNS;O
;of;IN;O
;the;DT;O
;February;NNP;B-time
;7;CD;O
;vote;NN;O
;.;.;O
Sentence: 9916;Ms.;.;B-per
;Tymoshenko;NN;I-per
;,;,;O
;Ukraine;NN;B-geo
;'s;POS;O
;current;JJ;O
;prime;NN;O
;minister;NN;O
;,;,;O
;says;VBZ;O
;the;DT;O
;election;NN;O
;was;VBD;O
;rigged;VBN;O
;.;.;O
Sentence: 9917;She;PRP;O
;has;VBZ;O
;refused;VBD;O
;to;TO;O
;concede;NN;O
;defeat;NN;O
;.;.;O
Sentence: 9918;The;DT;O
;prime;NN;O
;minister;NN;O
;claims;NNS;O
;vote-rigging;NN;O
;robbed;NN;O
;her;PRP$;O
;of;IN;O
;1;CD;O
;million;CD;O
;votes;NNS;O
;in;IN;O
;the;DT;O
;runoff;NN;O
;election;NN;O
;.;.;O
Sentence: 9919;Final;JJ;O
;results;NNS;O
;show;NN;O
;her;PRP$;O
;losing;VBG;O
;by;IN;O
;nearly;RB;O
;8,88,000;CD;O
;votes;NNS;O
;.;.;O
Sentence: 9920;Tuesday;NNP;B-time
;,;,;O
;Ukraine;NN;B-geo
;'s;POS;O
;parliament;NN;O
;set;NN;O
;February;NNP;B-time
;25;CD;O
;for;IN;O
;the;DT;O
;swearing;VBG;O
;in;IN;O
;of;IN;O
;President-elect;JJ;B-per
;Yanukovych;NN;I-per
;.;.;O
Sentence: 9921;A;DT;O
;majority;NN;O
;of;IN;O
;238;CD;O
;lawmakers;NNS;O
;in;IN;O
;the;DT;O
;450-seat;NN;B-time
;parliament;NN;O
;endorsed;VBN;O
;the;DT;O
;date;NN;O
;Tuesday;NNP;B-time
;.;.;O
Sentence: 9922;But;CC;O
;factions;NNS;O
;loyal;NN;O
;to;TO;O
;Ms.;.;B-per
;Tymoshenko;NN;I-per
;boycotted;VBN;O
;the;DT;O
;vote;NN;O
;.;.;O
Sentence: 9923;U.S.;.;B-gpe
;stock;NN;O
;markets;NNS;O
;are;VBP;O
;up;RB;O
;about;IN;O
;one;CD;O
;percent;NN;O
;following;VBG;O
;Friday;NNP;B-time
;'s;POS;O
;congressional;JJ;O
;approval;NN;O
;of;IN;O
;a;DT;O
;controversial;JJ;O
;measure;NN;O
;to;TO;O
;aid;NN;O
;the;DT;O
;battered;VBN;O
;financial;JJ;O
;sector;NN;O
;.;.;O
Sentence: 9924;European;JJ;B-gpe
;markets;NNS;O
;gained;VBN;O
;between;IN;O
;two;CD;O
;and;CC;O
;three;CD;O
;percent;NN;O
;by;IN;O
;the;DT;O
;close;RB;O
;of;IN;O
;trading;NN;O
;.;.;O
Sentence: 9925;It;PRP;O
;was;VBD;O
;a;DT;O
;different;JJ;O
;story;NN;O
;in;IN;O
;Asia;NN;B-geo
;,;,;O
;where;WRB;O
;Japan;NNP;B-geo
;'s;POS;O
;benchmark;NN;O
;Nikkei;NNP;B-org
;index;NN;O
;fell;VBD;O
;two;CD;O
;percent;NN;O
;,;,;O
;and;CC;O
;Hong;NNP;B-geo
;Kong;NNP;I-geo
;'s;POS;O
;Hang;NNP;B-PASSZ
;Seng;NN;I-PASSZ
;index;NN;O
;was;VBD;O
;down;RB;O
;nearly;RB;O
;three;CD;O
;percent;NN;O
;.;.;O
Sentence: 9926;Georgia;NN;B-geo
;'s;POS;O
;breakaway;NN;O
;region;NN;O
;of;IN;O
;Abkhazia;NN;B-geo
;remains;NNS;O
;tense;NN;O
;-;:;O
;a;DT;O
;day;NN;O
;after;IN;O
;supporters;NNS;O
;of;IN;O
;presidential;JJ;O
;candidate;NN;O
;Sergei;NN;B-per
;Bagapsh;NN;I-per
;seized;VBN;O
;regional;JJ;O
;government;NN;O
;offices;NNS;O
;.;.;O
Sentence: 9927;Crowds;NN;O
;stormed;VBN;O
;the;DT;O
;buildings;NNS;O
;in;IN;O
;the;DT;O
;capital;NN;O
;,;,;O
;Sukhumi;NN;B-gpe
;,;,;O
;Friday;NNP;B-time
;.;.;O
Sentence: 9928;Several;JJ;O
;people;NNS;O
;were;VBD;O
;injured;JJ;O
;,;,;O
;and;CC;O
;one;CD;O
;woman;NN;O
;died;VBD;O
;of;IN;O
;a;DT;O
;gunshot;NN;O
;wound;NN;O
;.;.;O
Sentence: 9929;Mr.;.;B-per
;Bagapsh;NN;I-per
;blames;NNS;O
;the;DT;O
;shooting;VBG;O
;on;IN;O
;guards;NNS;O
;,;,;O
;while;IN;O
;Abkhaz;NN;B-gpe
;officials;NNS;O
;say;VB;O
;Mr.;.;B-per
;Bagapsh;NN;I-per
;'s;POS;O
;supporters;NNS;O
;were;VBD;O
;responsible;JJ;O
;.;.;O
Sentence: 9930;The;DT;O
;region;NN;O
;'s;POS;O
;high;JJ;O
;court;NN;O
;last;JJ;O
;month;NN;O
;declared;VBN;O
;Mr.;.;B-per
;Bagapsh;NN;I-per
;the;DT;O
;winner;NN;O
;of;IN;O
;a;DT;O
;disputed;VBN;O
;October;NNP;B-time
;presidential;JJ;O
;election;NN;O
;,;,;O
;but;CC;O
;then;RB;O
;reversed;VBN;O
;itself;PRP;O
;and;CC;O
;ordered;VBN;O
;a;DT;O
;new;JJ;O
;vote;NN;O
;.;.;O
Sentence: 9931;His;PRP$;O
;supporters;NNS;O
;have;VB;O
;rejected;VBN;O
;fresh;JJ;O
;elections;NNS;O
;.;.;O
Sentence: 9932;Russia;NN;B-org
;said;VBD;O
;Friday;NNP;B-time
;it;PRP;O
;will;MD;O
;act;NN;O
;if;IN;O
;necessary;JJ;O
;to;TO;O
;protect;NN;O
;its;PRP$;O
;interests;NNS;O
;.;.;O
Sentence: 9933;Tbilisi;NN;O
;then;RB;O
;accused;VBN;O
;Moscow;NNP;B-time
;of;IN;O
;interfering;VBG;O
;in;IN;O
;Georgia;NN;B-geo
;'s;POS;O
;internal;JJ;O
;affairs;NNS;O
;-;:;O
;a;DT;O
;charge;NN;O
;Moscow;NNP;B-org
;rejects;NNS;O
;.;.;O
Sentence: 9934;Abkhaz;NN;O
;President;NNP;B-per
;Vladislav;NN;I-per
;Ardzinba;NN;I-per
;described;NN;O
;the;DT;O
;events;NNS;O
;Friday;NNP;B-time
;in;IN;O
;the;DT;O
;pro-Russian;JJ;O
;enclave;VB;O
;as;IN;O
;an;DT;O
;attempted;VBN;O
;coup;NN;O
;.;.;O
Sentence: 9935;Abkhazia;NN;B-geo
;broke;NN;O
;away;RB;O
;from;IN;O
;Georgia;NN;B-geo
;in;IN;O
;the;DT;O
;1990s;CD;B-time
;.;.;O
Sentence: 9936;The;DT;O
;top;NN;O
;U.S.;.;B-time
;envoy;NN;O
;to;TO;O
;the;DT;O
;International;NNP;B-org
;Atomic;NNP;I-org
;Energy;NNP;I-org
;Agency;NN;I-org
;says;VBZ;O
;momentum;NN;O
;is;VBZ;O
;growing;VBG;O
;among;IN;O
;IAEA;NN;B-org
;delegates;NNS;O
;to;TO;O
;report;NN;O
;Iran;NN;B-time
;to;TO;O
;the;DT;O
;United;NNP;B-org
;Nations;NNS;I-org
;Security;NN;I-org
;Council;NN;I-org
;for;IN;O
;its;PRP$;O
;suspect;NN;O
;nuclear;JJ;O
;activities;NNS;O
;.;.;O
Sentence: 9937;U.S.;.;B-gpe
;Ambassador;NN;B-per
;Gregory;NN;I-per
;Schulte;NN;I-per
;told;NN;O
;IAEA;NN;B-org
;diplomats;NNS;O
;meeting;NN;O
;in;IN;O
;Vienna;NNP;B-geo
;that;IN;O
;the;DT;O
;time;NN;O
;has;VBZ;O
;come;VB;O
;to;TO;O
;act;NN;O
;against;IN;O
;Iran;NN;B-geo
;.;.;O
Sentence: 9938;Washington;NNP;B-gpe
;and;CC;O
;the;DT;O
;European;JJ;B-org
;Union;NNP;I-org
;accuse;NN;O
;Tehran;NN;B-time
;of;IN;O
;secret;NN;O
;efforts;NNS;O
;to;TO;O
;develop;VB;O
;atomic;JJ;O
;weapons;NNS;O
;.;.;O
Sentence: 9939;Iran;NN;B-gpe
;denies;NNS;O
;the;DT;O
;charges;NNS;O
;.;.;O
Sentence: 9940;The;DT;B-obj
;Security;NN;B-org
;Council;NN;I-org
;can;MD;O
;impose;VB;O
;sanctions;NNS;O
;if;IN;O
;it;PRP;O
;finds;NNS;O
;Tehran;NN;B-geo
;has;VBZ;O
;not;RB;O
;complied;VBN;O
;with;IN;O
;the;DT;O
;Nuclear;NN;B-org
;Non-Proliferation;NN;I-org
;Treaty;NN;I-org
;.;.;O
Sentence: 9941;Western;JJ;B-gpe
;efforts;NNS;O
;to;TO;O
;rally;NN;O
;support;NN;O
;for;IN;O
;referral;JJ;O
;from;IN;O
;the;DT;O
;35-member;JJ;B-time
;IAEA;NN;B-org
;board;NN;O
;is;VBZ;O
;opposed;VBN;O
;by;IN;O
;Russia;NN;B-geo
;,;,;O
;China;NNP;B-geo
;and;CC;O
;a;DT;O
;host;NN;O
;of;IN;O
;non-aligned;JJ;O
;member-nations;NNS;O
;that;IN;O
;want;NN;O
;European-Iranian;JJ;B-time
;negotiations;NNS;O
;to;TO;O
;continue;NN;O
;.;.;O
Sentence: 9942;Earlier;RBR;O
;Wednesday;NNP;B-time
;,;,;O
;Iranian;JJ;B-gpe
;Vice;NNP;B-per
;President;NNP;I-per
;Gholamreza;NN;I-per
;Aghazadeh;NN;I-per
;said;VBD;O
;Tehran;NN;B-geo
;has;VBZ;O
;no;DT;O
;intention;NN;O
;of;IN;O
;abandoning;VBG;O
;the;DT;O
;non-proliferation;NN;O
;treaty;NN;O
;,;,;O
;despite;IN;O
;warnings;NNS;O
;Tuesday;NNP;B-time
;by;IN;O
;a;DT;O
;top;NN;O
;Iranian;JJ;B-gpe
;negotiator;NN;O
;.;.;O
Sentence: 9943;The;DT;B-obj
;United;NNP;B-org
;Nations;NNS;I-org
;Security;NN;I-org
;Council;NN;I-org
;has;VBZ;O
;decided;VBD;O
;to;TO;O
;send;NN;O
;a;DT;O
;special;JJ;O
;mission;NN;O
;to;TO;O
;Serbia;NN;B-geo
;'s;POS;O
;breakaway;NN;O
;Kosovo;NNP;B-time
;province;NN;O
;before;IN;O
;voting;NN;O
;on;IN;O
;its;PRP$;O
;future;NN;O
;status;NN;O
;.;.;O
Sentence: 9944;British;JJ;B-org
;Ambassador;NN;I-org
;John;NNP;I-org
;Perry;NN;B-per
;,;,;O
;who;WP;O
;is;VBZ;O
;the;DT;O
;current;JJ;O
;president;NN;O
;of;IN;O
;the;DT;O
;council;NN;O
;,;,;O
;said;VBD;O
;representatives;NNS;O
;of;IN;O
;15;CD;O
;member;NN;O
;nations;NNS;O
;will;MD;O
;visit;NN;O
;Kosovo;NNP;B-time
;later;RB;O
;this;DT;O
;month;NN;O
;.;.;O
Sentence: 9945;Perry;NN;B-per
;said;VBD;O
;Belgium;NN;B-geo
;'s;POS;O
;ambassador;NN;O
;,;,;O
;Johan;NN;B-PASSZ
;Verbeke;NN;I-PASSZ
;,;,;O
;will;MD;O
;head;NN;O
;the;DT;O
;U.N.;.;B-org
;delegation;NN;O
;to;TO;O
;Pristina;NNP;B-geo
;.;.;O
Sentence: 9946;Russian;JJ;B-gpe
;U.N.;.;B-org
;envoy;NN;O
;Vitaly;NN;B-PASSZ
;Churkin;NNP;I-PASSZ
;last;JJ;O
;month;NN;O
;proposed;VBN;O
;the;DT;O
;mission;NN;O
;before;IN;O
;the;DT;O
;council;NN;O
;considers;NNS;O
;mediator;NN;O
;Martti;NNS;B-PASSZ
;Ahtisaari;NNP;I-PASSZ
;'s;POS;O
;proposal;NN;O
;for;IN;O
;Kosovo;NNP;B-time
;.;.;O
Sentence: 9947;The;DT;B-obj
;Ahtisaari;NNP;I-obj
;plan;NN;O
;envisions;NNS;O
;internationally;RB;O
;supervised;VBN;O
;independence;NN;O
;for;IN;O
;the;DT;O
;Serbian;JJ;B-gpe
;province;NN;O
;,;,;O
;which;WDT;O
;Belgrade;NN;B-geo
;adamantly;RB;O
;rejects;NNS;O
;.;.;O
Sentence: 9948;Kosovo;NNP;B-geo
;has;VBZ;O
;been;VBN;O
;under;IN;O
;U.N.;.;B-geo
;administration;NN;O
;since;IN;O
;1999;CD;B-time
;,;,;O
;after;IN;O
;NATO;NNP;B-geo
;air;NN;O
;raids;NNS;O
;halted;VBN;O
;Belgrade;NN;B-geo
;'s;POS;O
;crackdown;NN;O
;on;IN;O
;ethnic;JJ;O
;Albanian;JJ;B-gpe
;separatists;NNS;O
;.;.;O
Sentence: 9949;A;DT;B-org
;U.S.;.;I-org
;newspaper;NN;O
;reports;NNS;O
;the;DT;O
;Bush;NNP;B-gpe
;administration;NN;O
;has;VBZ;O
;been;VBN;O
;monitoring;NN;O
;telephone;NN;O
;conversations;NNS;O
;between;IN;O
;Iranian;JJ;B-gpe
;diplomats;NNS;O
;and;CC;O
;the;DT;O
;head;NN;O
;of;IN;O
;the;DT;O
;International;NNP;B-org
;Atomic;NNP;I-org
;Energy;NNP;I-org
;Agency;NN;I-org
;,;,;O
;Mohamed;VBN;B-per
;ElBaradei;NN;I-per
;.;.;O
Sentence: 9950;The;DT;B-obj
;Washington;NNP;B-geo
;Post;NN;B-org
;quotes;NNS;O
;three;CD;O
;officials;NNS;O
;,;,;O
;speaking;VBG;O
;on;IN;O
;condition;NN;O
;of;IN;O
;anonymity;NN;O
;,;,;O
;as;IN;O
;saying;VBG;O
;the;DT;O
;White;NNP;B-org
;House;NNP;I-org
;is;VBZ;O
;looking;VBG;O
;for;IN;O
;material;NN;O
;to;TO;O
;strengthen;NN;O
;its;PRP$;O
;argument;NN;O
;that;IN;O
;the;DT;O
;62-year-old;JJ;B-time
;Mr.;.;B-per
;ElBaradei;NN;I-per
;should;MD;O
;be;VB;O
;retired;VBN;O
;.;.;O
Sentence: 9951;There;EX;O
;has;VBZ;O
;been;VBN;O
;no;DT;O
;comment;NN;O
;from;IN;O
;the;DT;O
;White;NNP;B-org
;House;NNP;I-org
;,;,;O
;but;CC;O
;as;IN;O
;a;DT;O
;rule;NN;O
;the;DT;O
;administration;NN;O
;does;VBZ;O
;not;RB;O
;comment;NN;O
;on;IN;O
;intelligence;NN;O
;matters;NNS;O
;.;.;O
Sentence: 9952;The;DT;O
;newspaper;NN;O
;says;VBZ;O
;some;DT;O
;U.S.;.;B-gpe
;officials;NNS;O
;believe;VB;O
;the;DT;O
;phone;NN;O
;intercepts;NNS;O
;may;MD;O
;show;NN;O
;Mr.;.;B-per
;ElBaradei;NN;I-per
;has;VBZ;O
;been;VBN;O
;soft;JJ;O
;on;IN;O
;the;DT;O
;Iranians;NNS;B-gpe
;,;,;O
;while;IN;O
;others;NNS;O
;believe;VB;O
;the;DT;O
;transcripts;NNS;O
;show;NN;O
;only;RB;O
;standard;NN;O
;diplomacy;NN;O
;.;.;O
Sentence: 9953;The;DT;B-obj
;Post;NN;B-org
;quotes;NNS;O
;an;DT;O
;IAEA;NN;B-org
;spokesman;NN;O
;as;IN;O
;saying;VBG;O
;the;DT;O
;U.N.;.;B-org
;agency;NN;O
;"""";``;O
;always;RB;O
;assumed;VBN;O
;"""";``;O
;eavesdropping;NN;O
;occurs;NNS;O
;.;.;O
Sentence: 9954;China;NNP;B-geo
;says;VBZ;O
;it;PRP;O
;has;VBZ;O
;received;VBN;O
;assurances;NNS;O
;from;IN;O
;a;DT;O
;senior;JJ;O
;official;NN;O
;of;IN;O
;Iraq;NN;B-geo
;'s;POS;O
;interim;NN;O
;government;NN;O
;that;IN;O
;authorities;NNS;O
;in;IN;O
;Baghdad;NN;B-geo
;will;MD;O
;make;VB;O
;every;DT;O
;possible;JJ;O
;effort;NN;O
;to;TO;O
;free;JJ;O
;eight;CD;O
;Chinese;JJ;B-geo
;construction;NN;O
;workers;NNS;O
;abducted;VBN;O
;by;IN;O
;insurgents;NNS;O
;in;IN;O
;Iraq;NN;B-geo
;.;.;O
Sentence: 9955;Chinese;JJ;B-gpe
;state;NN;O
;media;NNS;O
;say;VB;O
;Iraq;NN;B-geo
;'s;POS;O
;Deputy;NN;B-per
;President;NNP;I-per
;Rowsch;NNP;I-per
;Nuri;NN;I-per
;Shaways;NNS;I-per
;expressed;VBN;O
;regret;NN;O
;over;IN;O
;the;DT;O
;kidnappings;NNS;O
;during;IN;O
;talks;NNS;O
;with;IN;O
;Chinese;JJ;B-gpe
;officials;NNS;O
;in;IN;O
;Beijing;NNP;B-geo
;.;.;O
Sentence: 9956;Arab;NN;B-org
;television;NN;O
;channel;NNS;O
;Al-Jazeera;NN;B-geo
;broadcast;NN;O
;a;DT;O
;video;NN;O
;showing;VBG;O
;the;DT;O
;hostages;NNS;O
;Tuesday;NNP;B-time
;,;,;O
;in;IN;O
;which;WDT;O
;their;PRP$;O
;abductors;NNS;O
;threatened;VBN;O
;to;TO;O
;kill;NN;O
;the;DT;O
;men;NNS;O
;unless;IN;O
;China;NNP;B-geo
;"""";``;O
;clarifies;NNS;O
;its;PRP$;O
;role;NN;O
;in;IN;O
;Iraq;NN;B-geo
;.;.;O
;"""";``;O
Sentence: 9957;Chinese;JJ;B-gpe
;officials;NNS;O
;say;VB;O
;the;DT;O
;men;NNS;O
;are;VBP;O
;workers;NNS;O
;who;WP;O
;went;VBD;O
;to;TO;O
;Iraq;NN;B-geo
;on;IN;O
;their;PRP$;O
;own;JJ;O
;initiative;NN;O
;.;.;O
Sentence: 9958;The;DT;O
;official;NN;O
;Xinhua;NN;B-time
;news;NN;O
;agency;NN;O
;said;VBD;O
;China;NNP;B-geo
;is;VBZ;O
;working;VBG;O
;with;IN;O
;mediators;NNS;O
;to;TO;O
;win;NN;O
;the;DT;O
;release;NN;O
;of;IN;O
;the;DT;O
;hostages;NNS;O
;.;.;O
Sentence: 9959;Afghanistan;NNP;B-per
;'s;POS;O
;attorney;NN;O
;general;JJ;O
;has;VBZ;O
;asked;VBN;O
;the;DT;O
;country;NN;O
;'s;POS;O
;Supreme;NNP;B-org
;Court;NNP;I-org
;to;TO;O
;annul;NN;O
;results;NNS;O
;from;IN;O
;the;DT;O
;recent;JJ;O
;parliamentary;JJ;O
;elections;NNS;O
;,;,;O
;because;IN;O
;of;IN;O
;extensive;JJ;O
;fraud;NN;O
;and;CC;O
;corruption;NN;O
;.;.;O
Sentence: 9960;A;DT;O
;spokesman;NN;O
;for;IN;O
;Attorney;NN;B-geo
;General;NNP;B-org
;Mohammad;NN;I-org
;Ishaq;NN;I-org
;Alako;NN;I-org
;,;,;O
;Deputy;NN;B-per
;Attorney;NN;I-per
;General;NNP;I-per
;Rahmatullah;NN;I-per
;Nazari;NN;I-per
;,;,;O
;says;VBZ;O
;a;DT;O
;letter;NN;O
;has;VBZ;O
;been;VBN;O
;sent;NN;O
;to;TO;O
;the;DT;O
;Supreme;NNP;B-org
;Court;NNP;I-org
;asking;VBG;O
;it;PRP;O
;to;TO;O
;annul;NN;O
;the;DT;O
;results;NNS;O
;and;CC;O
;issue;NN;O
;sentences;NNS;O
;against;IN;O
;14;CD;O
;top;NN;O
;officials;NNS;O
;who;WP;O
;organized;VBN;O
;the;DT;O
;vote;NN;O
;and;CC;O
;oversaw;NN;O
;fraud;NN;O
;investigations;NNS;O
;.;.;O
Sentence: 9961;Both;DT;O
;the;DT;O
;Electoral;JJ;B-org
;Complaints;NNS;I-org
;Commission;NNP;I-org
;and;CC;O
;the;DT;O
;country;NN;O
;'s;POS;O
;Independent;NN;B-org
;Election;NN;I-org
;Commission;NNP;I-org
;have;VB;O
;rejected;VBN;O
;the;DT;O
;call;NN;O
;as;IN;O
;unlawful;JJ;O
;,;,;O
;saying;VBG;O
;no;DT;O
;individual;JJ;O
;or;CC;O
;organization;NN;O
;has;VBZ;O
;the;DT;O
;authority;NN;O
;to;TO;O
;invalidate;NN;O
;election;NN;O
;results;NNS;O
;.;.;O
Sentence: 9962;The;DT;O
;election;NN;O
;commission;NN;O
;disqualified;VBN;O
;nearly;RB;O
;one;CD;O
;quarter;NN;O
;of;IN;O
;the;DT;O
;votes;NNS;O
;cast;NN;O
;in;IN;O
;the;DT;O
;election;NN;O
;,;,;O
;and;CC;O
;disqualified;VBN;O
;24;CD;O
;winning;VBG;O
;candidates;NNS;O
;after;IN;O
;receiving;VBG;O
;more;RBR;O
;than;IN;O
;5;CD;O
;complaints;NNS;O
;of;IN;O
;irregularities;NNS;O
;.;.;O
Sentence: 9963;President;NNP;B-per
;Bush;NNP;I-per
;has;VBZ;O
;praised;VBN;O
;relations;NNS;O
;with;IN;O
;Afghanistan;NNP;B-time
;,;,;O
;India;NNP;B-geo
;,;,;O
;and;CC;O
;Pakistan;NN;B-geo
;in;IN;O
;a;DT;O
;radio;NN;O
;address;NN;O
;to;TO;O
;the;DT;O
;United;NNP;B-org
;States;NNS;I-org
;while;IN;O
;he;PRP;O
;is;VBZ;O
;traveling;VBG;O
;in;IN;O
;South;NNP;B-geo
;Asia;NN;I-geo
;.;.;O
Sentence: 9964;Mr.;.;B-per
;Bush;NNP;I-per
;said;VBD;O
;he;PRP;O
;witnessed;VBN;O
;an;DT;O
;"""";``;O
;incredible;JJ;O
;transformation;NN;O
;"""";``;O
;in;IN;O
;Afghanistan;NNP;B-geo
;,;,;O
;from;IN;O
;a;DT;O
;country;NN;O
;ruled;VBN;O
;by;IN;O
;the;DT;O
